# GO_ID	C0	C1	Gene	C3	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16
GO:0005509	UniProtKB	A0A024QZ42	PDCD6		GO_REF:0000002	IEA	InterPro:IPR002048	F	HCG1985580, isoform CRA_c	A0A024QZ42_HUMAN|PDCD6|hCG_1985580	protein	taxon:9606	20160409	InterPro		
GO:0008474	UniProtKB	A0A024RCQ8	PPT2		GO_REF:0000002	IEA	InterPro:IPR030295	F	HCG1999928, isoform CRA_a	A0A024RCQ8_HUMAN|PPT2|hCG_1999928	protein	taxon:9606	20160409	InterPro		
GO:0098734	UniProtKB	A0A024RCQ8	PPT2		GO_REF:0000002	IEA	InterPro:IPR002472	P	HCG1999928, isoform CRA_a	A0A024RCQ8_HUMAN|PPT2|hCG_1999928	protein	taxon:9606	20160410	GOC		
GO:0006298	UniProtKB	A0A024RCV8	MSH5		GO_REF:0000002	IEA	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861	P	MutS homolog 5 (E. coli), isoform CRA_b	A0A024RCV8_HUMAN|MSH5|MSH5-SAPCD1|hCG_2001570	protein	taxon:9606	20160409	InterPro		
GO:0030983	UniProtKB	A0A024RCV8	MSH5		GO_REF:0000002	IEA	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861	F	MutS homolog 5 (E. coli), isoform CRA_b	A0A024RCV8_HUMAN|MSH5|MSH5-SAPCD1|hCG_2001570	protein	taxon:9606	20160409	InterPro		
GO:0000287	UniProtKB	A0A067XG54	ATP11C		GO_REF:0000104	IEA	UniRule:RU362033	F	Phospholipid-transporting ATPase	A0A067XG54_HUMAN|ATP11C	protein	taxon:9606	20160409	UniProt		
GO:0004012	UniProtKB	A0A067XG54	ATP11C		GO_REF:0000003	IEA	EC:3.6.3.1	F	Phospholipid-transporting ATPase	A0A067XG54_HUMAN|ATP11C	protein	taxon:9606	20160409	UniProt		
GO:0045332	UniProtKB	A0A067XG54	ATP11C		GO_REF:0000002	IEA	InterPro:IPR030363	P	Phospholipid-transporting ATPase	A0A067XG54_HUMAN|ATP11C	protein	taxon:9606	20160409	InterPro		
GO:0003777	UniProtKB	A0A075B6F3	DNAH8		GO_REF:0000002	IEA	InterPro:IPR004273|InterPro:IPR026983	F	Dynein heavy chain 8, axonemal	A0A075B6F3_HUMAN|DNAH8	protein	taxon:9606	20160409	InterPro		
GO:0007018	UniProtKB	A0A075B6F3	DNAH8		GO_REF:0000002	IEA	InterPro:IPR004273|InterPro:IPR026983	P	Dynein heavy chain 8, axonemal	A0A075B6F3_HUMAN|DNAH8	protein	taxon:9606	20160409	InterPro		
GO:0016887	UniProtKB	A0A075B6F3	DNAH8		GO_REF:0000002	IEA	InterPro:IPR011704	F	Dynein heavy chain 8, axonemal	A0A075B6F3_HUMAN|DNAH8	protein	taxon:9606	20160409	InterPro		
GO:0030286	UniProtKB	A0A075B6F3	DNAH8		GO_REF:0000002	IEA	InterPro:IPR004273	C	Dynein heavy chain 8, axonemal	A0A075B6F3_HUMAN|DNAH8	protein	taxon:9606	20160409	InterPro		
GO:0097228	UniProtKB	A0A075B6F3	DNAH8		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000127878	C	Dynein heavy chain 8, axonemal	A0A075B6F3_HUMAN|DNAH8	protein	taxon:9606	20160409	Ensembl		
GO:0001570	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000083810	P	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160409	Ensembl		
GO:0001701	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000083810	P	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160409	Ensembl		
GO:0003774	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000002	IEA	InterPro:IPR001609|InterPro:IPR028561	F	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160409	InterPro		
GO:0005813	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000052	IDA		C	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20141106	HPA		
GO:0016459	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000038	IEA	UniProtKB-KW:KW-0518	C	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160410	UniProt		
GO:0030018	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000083810	C	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160409	Ensembl		
GO:0031941	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000083810	C	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160409	Ensembl		
GO:0048739	UniProtKB	A0A075B6F5	MYO18B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000083810	P	Unconventional myosin-XVIIIb	A0A075B6F5_HUMAN|MYO18B	protein	taxon:9606	20160409	Ensembl		
GO:0004190	UniProtKB	A0A075B6F6	HM13		GO_REF:0000002	IEA	InterPro:IPR006639|InterPro:IPR007369	F	Minor histocompatibility antigen H13	A0A075B6F6_HUMAN|HM13	protein	taxon:9606	20160409	InterPro		
GO:0006508	UniProtKB	A0A075B6F6	HM13		GO_REF:0000002	IEA	InterPro:IPR006639|InterPro:IPR007369	P	Minor histocompatibility antigen H13	A0A075B6F6_HUMAN|HM13	protein	taxon:9606	20160410	GOC		
GO:0000132	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0005623	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	C	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160410	GOC		
GO:0010468	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0021987	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0043549	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0046605	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0050727	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0060348	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0060623	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0071539	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0097150	UniProtKB	A0A075B6F8	MCPH1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037000	P	Microcephalin	A0A075B6F8_HUMAN|MCPH1	protein	taxon:9606	20160409	Ensembl		
GO:0050999	UniProtKB	A0A075B6F9	NOSIP		GO_REF:0000002	IEA	InterPro:IPR016818	P	Nitric oxide synthase-interacting protein	A0A075B6F9_HUMAN|NOSIP	protein	taxon:9606	20160409	InterPro		
GO:0001954	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0002027	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0002162	UniProtKB	A0A075B6G3	DMD		GO_REF:0000002	IEA	InterPro:IPR016344	F	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	InterPro		
GO:0003779	UniProtKB	A0A075B6G3	DMD		GO_REF:0000038	IEA	UniProtKB-KW:KW-0009	F	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160410	UniProt		
GO:0005200	UniProtKB	A0A075B6G3	DMD		GO_REF:0000002	IEA	InterPro:IPR016344	F	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	InterPro		
GO:0007519	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0008065	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0010881	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0014809	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0014904	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0016010	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	C	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0016203	UniProtKB	A0A075B6G3	DMD		GO_REF:0000002	IEA	InterPro:IPR016344	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	InterPro		
GO:0021629	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0030055	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	C	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0033137	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0034613	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0035994	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0042383	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	C	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0043623	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0044306	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	C	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0045121	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	C	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0045202	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	C	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0045213	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0046716	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0048747	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0050998	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	F	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0051647	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0060314	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0060857	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0070373	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0086001	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:1901385	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:1902083	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:2000651	UniProtKB	A0A075B6G3	DMD		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109633	P	Dystrophin	A0A075B6G3_HUMAN|DMD	protein	taxon:9606	20160409	Ensembl		
GO:0043231	UniProtKB	A0A075B6G7	DAB1		GO_REF:0000052	IDA		C	Disabled homolog 1	A0A075B6G7_HUMAN|DAB1	protein	taxon:9606	20151016	HPA		
GO:0004725	UniProtKB	A0A075B6H0	PTPRT		GO_REF:0000002	IEA	InterPro:IPR000242|InterPro:IPR016130	F	Receptor-type tyrosine-protein phosphatase T	A0A075B6H0_HUMAN|PTPRT	protein	taxon:9606	20160409	InterPro		
GO:0016020	UniProtKB	A0A075B6H0	PTPRT		GO_REF:0000002	IEA	InterPro:IPR000998	C	Receptor-type tyrosine-protein phosphatase T	A0A075B6H0_HUMAN|PTPRT	protein	taxon:9606	20160409	InterPro		
GO:0016790	UniProtKB	A0A075B6H0	PTPRT		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000105067	F	Receptor-type tyrosine-protein phosphatase T	A0A075B6H0_HUMAN|PTPRT	protein	taxon:9606	20160409	Ensembl		
GO:0035335	UniProtKB	A0A075B6H0	PTPRT		GO_REF:0000002	IEA	InterPro:IPR000242|InterPro:IPR016130	P	Receptor-type tyrosine-protein phosphatase T	A0A075B6H0_HUMAN|PTPRT	protein	taxon:9606	20160410	GOC		
GO:0051393	UniProtKB	A0A075B6H0	PTPRT		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000105067	F	Receptor-type tyrosine-protein phosphatase T	A0A075B6H0_HUMAN|PTPRT	protein	taxon:9606	20160409	Ensembl		
GO:0008080	UniProtKB	A0A075B6H4	CSRP2BP		GO_REF:0000002	IEA	InterPro:IPR000182	F	Cysteine-rich protein 2-binding protein	A0A075B6H4_HUMAN|CSRP2BP	protein	taxon:9606	20160409	InterPro		
GO:0009058	UniProtKB	A0A075B6P0	NDUFAF6		GO_REF:0000002	IEA	InterPro:IPR002060	P	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	A0A075B6P0_HUMAN|NDUFAF6	protein	taxon:9606	20160409	InterPro		
GO:0016740	UniProtKB	A0A075B6P0	NDUFAF6		GO_REF:0000002	IEA	InterPro:IPR002060	F	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	A0A075B6P0_HUMAN|NDUFAF6	protein	taxon:9606	20160409	InterPro		
GO:0005249	UniProtKB	A0A075B6P6	KCNG1		GO_REF:0000002	IEA	InterPro:IPR003969|InterPro:IPR028325	F	Potassium voltage-gated channel subfamily G member 1	A0A075B6P6_HUMAN|KCNG1	protein	taxon:9606	20160409	InterPro		
GO:0008076	UniProtKB	A0A075B6P6	KCNG1		GO_REF:0000002	IEA	InterPro:IPR003969|InterPro:IPR028325	C	Potassium voltage-gated channel subfamily G member 1	A0A075B6P6_HUMAN|KCNG1	protein	taxon:9606	20160409	InterPro		
GO:0051260	UniProtKB	A0A075B6P6	KCNG1		GO_REF:0000002	IEA	InterPro:IPR003131	P	Potassium voltage-gated channel subfamily G member 1	A0A075B6P6_HUMAN|KCNG1	protein	taxon:9606	20160409	InterPro		
GO:0071805	UniProtKB	A0A075B6P6	KCNG1		GO_REF:0000002	IEA	InterPro:IPR003969|InterPro:IPR028325	P	Potassium voltage-gated channel subfamily G member 1	A0A075B6P6_HUMAN|KCNG1	protein	taxon:9606	20160410	GOC		
GO:0005622	UniProtKB	A0A075B6Q0	RAP1A		GO_REF:0000002	IEA	InterPro:IPR003578	C	Ras-related protein Rap-1A	A0A075B6Q0_HUMAN|RAP1A	protein	taxon:9606	20160409	InterPro		
GO:0007264	UniProtKB	A0A075B6Q0	RAP1A		GO_REF:0000002	IEA	InterPro:IPR001806|InterPro:IPR003578|InterPro:IPR003579	P	Ras-related protein Rap-1A	A0A075B6Q0_HUMAN|RAP1A	protein	taxon:9606	20160409	InterPro		
GO:0015031	UniProtKB	A0A075B6Q0	RAP1A		GO_REF:0000002	IEA	InterPro:IPR003579	P	Ras-related protein Rap-1A	A0A075B6Q0_HUMAN|RAP1A	protein	taxon:9606	20160409	InterPro		
GO:0007224	UniProtKB	A0A075B6R5	HHAT		GO_REF:0000002	IEA	InterPro:IPR032981	P	Protein-cysteine N-palmitoyltransferase HHAT	A0A075B6R5_HUMAN|HHAT	protein	taxon:9606	20160409	InterPro		
GO:0016409	UniProtKB	A0A075B6R5	HHAT		GO_REF:0000002	IEA	InterPro:IPR032981	F	Protein-cysteine N-palmitoyltransferase HHAT	A0A075B6R5_HUMAN|HHAT	protein	taxon:9606	20160409	InterPro		
GO:0018345	UniProtKB	A0A075B6R5	HHAT		GO_REF:0000002	IEA	InterPro:IPR032981	P	Protein-cysteine N-palmitoyltransferase HHAT	A0A075B6R5_HUMAN|HHAT	protein	taxon:9606	20160409	InterPro		
GO:0009897	UniProtKB	A0A075B6X2	TRDC		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000142908	C	T-cell receptor delta chain C region	A0A075B6X2_HUMAN|TRDC	protein	taxon:9606	20160409	Ensembl		
GO:0005815	UniProtKB	A0A075B719	CEP152		GO_REF:0000002	IEA	InterPro:IPR029598	C	Centrosomal protein of 152 kDa	A0A075B719_HUMAN|CEP152	protein	taxon:9606	20160409	InterPro		
GO:0007099	UniProtKB	A0A075B719	CEP152		GO_REF:0000002	IEA	InterPro:IPR029598	P	Centrosomal protein of 152 kDa	A0A075B719_HUMAN|CEP152	protein	taxon:9606	20160409	InterPro		
GO:0098535	UniProtKB	A0A075B719	CEP152		GO_REF:0000002	IEA	InterPro:IPR029598	P	Centrosomal protein of 152 kDa	A0A075B719_HUMAN|CEP152	protein	taxon:9606	20160409	InterPro		
GO:0098536	UniProtKB	A0A075B719	CEP152		GO_REF:0000002	IEA	InterPro:IPR029598	C	Centrosomal protein of 152 kDa	A0A075B719_HUMAN|CEP152	protein	taxon:9606	20160409	InterPro		
GO:0003924	UniProtKB	A0A075B724	TUBB8		GO_REF:0000002	IEA	InterPro:IPR003008	F	Tubulin beta-8 chain	A0A075B724_HUMAN|TUBB8	protein	taxon:9606	20160409	InterPro		
GO:0005874	UniProtKB	A0A075B724	TUBB8		GO_REF:0000038	IEA	UniProtKB-KW:KW-0493	C	Tubulin beta-8 chain	A0A075B724_HUMAN|TUBB8	protein	taxon:9606	20160410	UniProt		
GO:0007017	UniProtKB	A0A075B724	TUBB8		GO_REF:0000002	IEA	InterPro:IPR000217|InterPro:IPR002453	P	Tubulin beta-8 chain	A0A075B724_HUMAN|TUBB8	protein	taxon:9606	20160409	InterPro		
GO:0006364	UniProtKB	A0A075B729	BOP1		GO_REF:0000002	IEA	InterPro:IPR012953	P	Ribosome biogenesis protein BOP1	A0A075B729_HUMAN|BOP1	protein	taxon:9606	20160409	InterPro		
GO:0005856	UniProtKB	A0A075B730	EPPK1		GO_REF:0000002	IEA	InterPro:IPR001101	C	Epiplakin	A0A075B730_HUMAN|EPPK1	protein	taxon:9606	20160409	InterPro		
GO:0034453	UniProtKB	A0A075B733	CCDC187		GO_REF:0000002	IEA	InterPro:IPR028750	P	Coiled-coil domain-containing protein 187	A0A075B733_HUMAN|CCDC187	protein	taxon:9606	20160409	InterPro		
GO:0006810	UniProtKB	A0A075B734	LOC100509620		GO_REF:0000038	IEA	UniProtKB-KW:KW-0813	P	Protein LOC100509620	A0A075B734_HUMAN|LOC100509620	protein	taxon:9606	20160410	UniProt		
GO:0007266	UniProtKB	A0A075B738	PECAM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102408	P	Platelet endothelial cell adhesion molecule	A0A075B738_HUMAN|PECAM1	protein	taxon:9606	20160409	Ensembl		
GO:0030334	UniProtKB	A0A075B738	PECAM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102408	P	Platelet endothelial cell adhesion molecule	A0A075B738_HUMAN|PECAM1	protein	taxon:9606	20160409	Ensembl		
GO:0030485	UniProtKB	A0A075B738	PECAM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102408	C	Platelet endothelial cell adhesion molecule	A0A075B738_HUMAN|PECAM1	protein	taxon:9606	20160409	Ensembl		
GO:0042060	UniProtKB	A0A075B738	PECAM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102408	P	Platelet endothelial cell adhesion molecule	A0A075B738_HUMAN|PECAM1	protein	taxon:9606	20160409	Ensembl		
GO:0042523	UniProtKB	A0A075B738	PECAM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102408	P	Platelet endothelial cell adhesion molecule	A0A075B738_HUMAN|PECAM1	protein	taxon:9606	20160409	Ensembl		
GO:0005743	UniProtKB	A0A075B746	MRPS21		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000066990	C	28S ribosomal protein S21, mitochondrial	A0A075B746_HUMAN|MRPS21	protein	taxon:9606	20160409	Ensembl		
GO:0003682	UniProtKB	A0A075B747	BAHCC1		GO_REF:0000002	IEA	InterPro:IPR001025	F	BAH and coiled-coil domain-containing protein 1	A0A075B747_HUMAN|BAHCC1	protein	taxon:9606	20160409	InterPro		
GO:0004465	UniProtKB	A0A075B751	LIPG		GO_REF:0000002	IEA	InterPro:IPR002330	F	Endothelial lipase	A0A075B751_HUMAN|LIPG	protein	taxon:9606	20160409	InterPro		
GO:0005544	UniProtKB	A0A075B752	ANXA8L1		GO_REF:0000038	IEA	UniProtKB-KW:KW-0111	F	Annexin	A0A075B752_HUMAN|ANXA8L1	protein	taxon:9606	20160410	UniProt		
GO:0045944	UniProtKB	A0A075B756	KLF14		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000099122	P	Krueppel-like factor 14	A0A075B756_HUMAN|KLF14	protein	taxon:9606	20160409	Ensembl		
GO:1902070	UniProtKB	A0A075B756	KLF14		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000099122	P	Krueppel-like factor 14	A0A075B756_HUMAN|KLF14	protein	taxon:9606	20160409	Ensembl		
GO:0000413	UniProtKB	A0A075B759	PPIAL4E		GO_REF:0000002	IEA	InterPro:IPR002130	P	Peptidyl-prolyl cis-trans isomerase A-like 4E	PAL4E_HUMAN|PPIAL4E	protein	taxon:9606	20160409	InterPro		
GO:0003755	UniProtKB	A0A075B759	PPIAL4E		GO_REF:0000003	IEA	EC:5.2.1.8	F	Peptidyl-prolyl cis-trans isomerase A-like 4E	PAL4E_HUMAN|PPIAL4E	protein	taxon:9606	20160409	UniProt		
GO:0006457	UniProtKB	A0A075B759	PPIAL4E		GO_REF:0000002	IEA	InterPro:IPR002130|InterPro:IPR020892|InterPro:IPR024936	P	Peptidyl-prolyl cis-trans isomerase A-like 4E	PAL4E_HUMAN|PPIAL4E	protein	taxon:9606	20160409	InterPro		
GO:0035556	UniProtKB	A0A075B763	RASSF5		GO_REF:0000002	IEA	InterPro:IPR002219	P	Ras association domain-containing protein 5	A0A075B763_HUMAN|RASSF5	protein	taxon:9606	20160409	InterPro		
GO:0043565	UniProtKB	A0A075B770	RERE		GO_REF:0000002	IEA	InterPro:IPR000679	F	Arginine-glutamic acid dipeptide repeats protein	A0A075B770_HUMAN|RERE	protein	taxon:9606	20160409	InterPro		
GO:0005779	UniProtKB	A0A075B773	PEX12		GO_REF:0000002	IEA	InterPro:IPR017375	C	Peroxisome assembly protein 12	A0A075B773_HUMAN|PEX12	protein	taxon:9606	20160409	InterPro		
GO:0006625	UniProtKB	A0A075B773	PEX12		GO_REF:0000002	IEA	InterPro:IPR017375	P	Peroxisome assembly protein 12	A0A075B773_HUMAN|PEX12	protein	taxon:9606	20160409	InterPro		
GO:0008022	UniProtKB	A0A075B773	PEX12		GO_REF:0000002	IEA	InterPro:IPR017375	F	Peroxisome assembly protein 12	A0A075B773_HUMAN|PEX12	protein	taxon:9606	20160409	InterPro		
GO:0006886	UniProtKB	A0A075B780	TNPO2		GO_REF:0000002	IEA	InterPro:IPR001494	P	Transportin-2	A0A075B780_HUMAN|TNPO2	protein	taxon:9606	20160409	InterPro		
GO:0008536	UniProtKB	A0A075B780	TNPO2		GO_REF:0000002	IEA	InterPro:IPR001494	F	Transportin-2	A0A075B780_HUMAN|TNPO2	protein	taxon:9606	20160409	InterPro		
GO:0004806	UniProtKB	A0A075B781	PNLIPRP2		GO_REF:0000003	IEA	EC:3.1.1.3	F	Triacylglycerol lipase	A0A075B781_HUMAN|PNLIPRP2	protein	taxon:9606	20160409	UniProt		
